accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
19,6.9849,6.8016,0.4666,0.1521,1,6.7971,0.9907,67.5755,13.9406
25,3.3426,0.5813,0.3367,3.0324,1,46.2436,2.7157,14.1787,15.8713
17,9.1648,9.2912,0.6192,1.6553,1,36.1925,0.4507,71.207,0.8506
14,7.0366,2.2252,0.9778,2.0897,0,2.3178,0.7915,67.7323,15.4561
25,6.044,9.9967,0.4268,2.0286,1,27.4694,1.0343,58.9962,12.7865
23,1.9989,1.7152,0.3917,0.4331,0,17.1537,0.7796,76.7586,1.9884
25,5.0235,7.7155,0.4643,0.0178,1,40.7644,1.7562,88.1311,2.9877
18,5.1432,2.2341,0.0762,4.4921,0,17.19,1.8031,83.101,10.5792
11,8.7811,0.8085,0.5532,1.089,1,32.2075,0.1642,13.6298,8.3114
21,5.9198,8.7493,0.3287,2.1304,1,8.287,0.4336,74.6949,10.4999
22,4.4236,8.5875,0.1214,4.8596,1,27.9378,0.5956,45.5267,15.2524
8,9.7912,4.0357,0.4663,4.1338,0,14.6943,0.211,34.0543,3.7062
27,1.9965,7.024,0.0034,0.5397,1,8.2444,0.3743,88.0853,15.8987
22,4.8029,5.5707,0.4018,2.5426,1,30.963,0.719,56.4017,19.635
25,1.3782,8.5296,0.1057,3.6504,1,31.9321,1.0369,50.6222,0.0703
17,7.6591,3.1506,0.0243,3.492,1,49.1677,2.3739,78.6753,8.8431
12,9.2627,5.2367,0.8245,3.8042,1,33.4553,0.6537,55.7775,6.604
27,3.5203,4.8537,0.9162,2.2873,1,25.7855,2.0101,85.9428,10.368
13,8.7251,3.5391,0.2077,0.8796,1,45.631,0.1736,11.1872,14.7667
28,3.63,8.9146,0.5393,2.3244,1,41.414,1.9747,77.8372,4.5017
14,9.1969,1.6588,0.278,3.2394,1,27.4373,2.3842,17.2196,3.2183
16,7.7857,1.4951,0.4936,3.043,1,25.5675,1.8144,23.2979,17.4921
19,8.2442,5.7691,0.4366,0.3526,1,47.0985,0.6042,18.7657,16.4581
26,1.1621,6.5749,0.2691,0.3248,0,30.8564,0.9912,24.6037,11.0603
14,9.6653,1.9462,0.7004,4.8263,1,35.689,2.4155,73.4512,12.0317
15,7.54,3.9072,0.1265,0.759,1,4.334,1.2959,65.8778,6.4767
24,3.7428,9.4656,0.0531,1.4723,0,35.9153,0.7657,23.7483,7.9003
14,8.4646,2.4662,0.7677,3.8382,1,13.2341,2.7981,27.7473,7.682
26,3.5337,6.6836,0.6659,2.0484,0,5.7769,1.9121,10.8301,17.432
22,8.8548,7.4015,0.4985,0.9073,1,42.4833,2.4171,42.0291,13.3354
24,2.0132,4.4813,0.4678,2.3362,1,34.5596,0.0735,38.4799,17.5077
21,7.3332,9.3753,0.4974,2.8447,1,20.3782,1.018,15.4358,14.1772
22,5.8663,7.3666,0.437,2.2638,1,21.5708,1.3767,83.6279,13.0953
24,1.8688,4.5792,0.3929,4.5947,1,9.8559,1.7623,85.4069,7.694
23,3.177,5.6934,0.4997,1.4235,1,0.4775,0.5699,11.7956,9.4912
30,1.1116,6.9261,0.5285,3.3067,1,17.468,1.4939,27.3702,21.2975
25,5.2189,5.9219,0.6919,0.5615,1,7.4207,2.0569,73.8728,13.8223
27,3.7114,8.787,0.7112,1.9614,1,21.0863,1.0376,87.1267,12.5869
18,6.3852,3.5689,0.3776,3.705,1,41.6913,2.0743,8.0956,1.2752
23,3.6751,2.9989,0.4135,1.1241,1,5.7377,1.169,90.3347,16.1013
19,3.6993,2.1384,0.3737,2.9489,1,4.5877,1.4084,7.1021,16.4644
16,7.6887,0.3778,0.5365,0.7672,1,45.1051,0.4029,63.7446,16.5758
25,1.4333,0.4301,0.4534,0.5135,1,37.257,1.9538,3.1854,2.1893
16,9.1261,8.7006,0.8896,2.6162,0,2.6535,0.6728,92.8982,7.2109
18,8.6704,6.7839,0.6964,3.3751,1,3.9785,2.4866,36.0154,8.9094
24,7.0102,6.6053,0.8987,0.5668,1,34.2462,1.6603,65.2315,19.8359
21,6.339,6.1464,0.7091,4.5889,1,18.5172,1.6808,19.2776,23.5361
22,9.0307,8.4922,0.971,1.1289,1,36.2087,2.7374,32.8043,9.9539
24,2.668,4.8027,0.6357,0.5999,1,20.2227,0.5022,74.9825,13.3027
32,1.7107,8.7041,0.9636,1.0135,1,48.3893,1.5907,97.3266,0.1761
22,3.1556,3.5945,0.1582,0.8479,1,34.7208,1.1466,99.2133,0.2107
21,8.1512,9.2671,0.0525,0.4534,0,2.3308,2.899,81.1583,1.788
30,1.312,6.9866,0.5791,3.9892,0,16.5251,2.3781,84.8721,17.2672
19,6.2453,2.5718,0.9835,2.4777,1,28.1803,2.2725,96.971,4.2753
11,9.9589,5.6408,0.4176,1.9426,0,7.0937,0.6124,4.9914,18.1884
9,8.7013,5.3303,0.212,4.7531,0,0.126,0.712,17.8449,10.365
15,5.693,1.379,0.5215,1.855,1,3.9654,0.0875,6.2151,20.3993
30,1.5728,5.9124,0.6488,0.8349,0,26.2132,1.9156,50.615,20.8876
15,8.4824,3.1479,0.3152,1.3702,0,31.6128,1.1125,95.8904,21.116
16,6.3908,0.5235,0.7148,1.1948,1,4.6452,0.9361,58.6612,13.0441
33,2.0344,9.4866,0.9751,2.4937,1,33.2578,1.9111,55.985,18.9242
31,1.8447,6.4149,0.897,1.4575,1,30.8562,2.4861,82.8419,15.8859
17,9.1866,8.7692,0.2916,2.5803,1,46.9948,0.3991,92.9659,4.4811
21,7.0228,6.7606,0.3267,3.3465,1,42.0338,2.756,70.157,9.1564
12,8.4636,3.5698,0.3715,3.8865,0,47.1621,0.1028,89.6424,23.0967
14,8.9108,5.1269,0.3946,3.5508,1,48.3054,0.2853,18.3464,18.5416
22,6.146,6.7575,0.1003,1.028,1,22.0404,2.5144,50.8373,6.3119
28,5.657,9.6025,0.762,0.5795,1,24.3955,1.4781,37.0959,6.7434
22,4.8738,2.5367,0.3653,2.7123,1,14.0811,2.8178,33.9196,6.1003
28,3.8525,8.7498,0.8798,0.9946,1,25.4216,1.385,22.2108,7.8916
31,4.9114,9.2408,0.9269,0.4247,1,7.5357,2.7784,89.5057,22.2794
17,7.9649,6.7042,0.0244,2.6355,1,33.5715,0.7189,45.5866,10.405
24,6.4173,9.3127,0.9885,1.634,1,1.2466,1.8493,53.4951,8.7421
17,9.0327,3.9788,0.71,3.7807,1,11.7814,2.9834,28.3548,5.7404
27,4.9904,9.5302,0.5204,1.571,1,10.4036,1.1282,96.3222,21.4178
17,6.4638,7.0278,0.3895,4.8936,1,46.8945,0.0044,61.5098,22.977
10,6.6818,0.4201,0.5185,3.7926,0,7.2451,0.1922,1.0687,7.765
27,6.3253,9.0687,0.3246,0.2885,1,44.5388,2.5772,27.5214,14.7997
17,7.3237,4.8447,0.6227,2.5444,0,6.2179,1.4757,99.9354,23.0024
24,3.1369,4.6033,0.093,2.8131,0,32.5349,1.6102,97.5027,11.9875
20,5.6113,5.6647,0.6211,3.4765,1,15.9943,2.3983,54.917,11.2479
26,1.938,1.4938,0.2753,2.489,1,15.8001,2.4347,56.8476,12.6647
23,4.4606,4.6917,0.0176,2.4172,1,49.9136,1.4323,90.2573,0.7961
26,5.389,8.3113,0.5527,1.8397,1,11.3021,2.5742,71.148,7.2029
15,6.87,0.1548,0.5784,1.3573,0,10.128,1.4053,93.2894,16.7758
15,9.5548,2.7292,0.4266,4.731,1,29.4667,2.0251,48.4342,23.2015
14,6.4059,0.0245,0.0723,1.588,1,37.0376,0.1001,97.6142,13.6499
18,7.6923,4.1571,0.8933,0.3171,1,49.1252,0.414,54.4154,4.5714
26,5.5564,7.2832,0.6114,0.8364,1,35.0707,2.5543,64.8391,10.2435
19,6.7069,7.9877,0.1157,4.2864,1,28.0936,0.9394,9.1741,11.7605
29,1.6384,9.4519,0.5109,2.9332,1,20.4566,1.0042,61.5514,3.6534
27,3.2895,6.085,0.4973,3.8939,1,29.7556,1.989,77.0098,7.9028
18,4.2567,2.5463,0.0604,4.0439,0,30.0417,1.7776,44.4911,10.6815
20,5.2524,9.2415,0.6069,4.1162,1,10.8856,0.2466,50.7414,6.2857
30,1.4108,7.7532,0.8083,2.7531,1,33.5604,2.2973,39.9394,8.4933
28,2.2602,5.7443,0.749,0.8856,1,10.2212,1.8517,96.9351,6.6299
29,3.4913,6.9564,0.203,0.7412,1,24.4977,2.566,48.1858,14.7077
19,9.7438,9.2432,0.8623,2.8699,1,12.9935,1.6065,13.4949,13.8865
25,3.9821,7.1239,0.3425,1.8326,1,15.6401,1.243,3.8583,13.2407
20,5.3384,3.6837,0.9465,2.7902,1,30.6939,1.114,77.4745,2.3216
21,2.7649,7.1303,0.0717,2.4924,1,3.2243,0.0133,55.2196,4.4054
11,6.497,0.4028,0.4862,3.011,1,0.6017,0.1194,1.2743,2.6599
18,3.5261,3.8642,0.5971,0.1606,0,6.531,0.3936,38.8697,1.5187
28,2.8629,4.0632,0.2477,0.1642,1,8.4353,2.7886,91.4909,5.9239
17,5.6492,1.6684,0.7714,3.608,0,9.8936,2.642,94.8277,4.6685
24,1.0496,0.2309,0.6269,0.9656,0,38.6966,1.4916,6.3024,17.3999
20,1.069,1.3338,0.0181,3.261,1,22.3429,0.5406,13.2188,16.7013
23,2.9716,6.5462,0.6084,2.7329,1,23.4968,0.4383,1.4822,4.8321
27,1.3305,8.0229,0.4915,4.909,1,32.2167,0.7684,86.9987,3.9735
30,1.9722,9.882,0.196,4.177,0,36.4554,2.7262,8.0177,3.4775
21,4.0497,3.4636,0.9957,2.0657,1,0.1754,1.5644,11.6821,7.6812
20,8.2233,5.9938,0.8972,3.0821,1,42.8363,2.4121,23.5346,7.0605
22,6.1484,9.3714,0.2925,0.5864,1,49.4217,1.5203,91.8077,0.6849
19,5.614,1.6704,0.5411,1.9319,1,6.0904,1.8283,69.1352,13.6289
26,3.6414,7.1765,0.3165,3.6694,1,32.554,1.8303,62.0713,21.5528
12,9.3858,7.5498,0.7755,3.1134,0,0.1207,0.094,78.681,12.9326
19,4.5731,0.8898,0.9303,2.4224,1,2.4515,1.3358,69.6352,1.5314
33,1.7838,8.6125,0.3588,0.8826,1,14.2501,2.5921,74.8468,14.3892
21,6.5536,8.1311,0.8056,4.0157,1,42.3202,1.4673,8.292,11.6389
23,2.0245,0.334,0.4984,1.3658,1,32.625,1.306,59.3868,21.7663
17,4.107,0.9108,0.3966,4.1024,1,22.291,1.5796,75.5675,8.7173
17,5.5667,0.4913,0.9384,3.058,1,21.9299,1.1423,57.0002,18.0476
14,8.868,3.3474,0.5104,1.8637,1,23.3027,1.5462,2.1677,0.9226
17,5.4419,5.0929,0.4674,0.203,0,15.5517,0.406,21.9009,17.3158
21,7.3203,5.3235,0.6724,1.1621,0,43.8857,2.9038,96.3271,0.9966
9,9.9354,2.6767,0.2612,4.4454,1,28.3935,0.1024,70.7648,8.2732
26,2.1834,9.116,0.3248,4.0899,0,24.1975,1.4496,69.162,22.7541
21,3.4726,3.6826,0.932,2.8743,0,23.2538,0.63,66.365,16.8769
17,4.5512,0.4555,0.6785,2.3316,1,46.7913,0.1751,13.653,22.2006
17,4.7965,3.0023,0.8266,3.2357,0,36.1831,1.9551,1.4042,11.9005
23,4.6992,5.3111,0.2711,2.3312,1,7.2407,2.9555,44.6246,14.5492
15,9.1685,4.0822,0.5438,3.2215,1,21.8485,2.2488,44.9881,12.426
17,7.4263,2.7384,0.9714,1.537,1,14.4186,0.7621,81.3687,11.4928
17,6.4711,1.3132,0.3187,4.1925,1,49.3434,1.4802,18.9752,13.8775
19,3.7844,8.1916,0.1605,3.5096,1,20.7698,0.1493,28.236,0.9336
20,8.4141,9.9615,0.5109,1.6499,1,3.3935,1.595,8.746,4.4564
9,9.5955,3.2954,0.3878,4.1533,1,20.5606,0.2984,40.5876,5.1509
16,8.3908,3.8162,0.1596,2.4367,1,16.0675,2.3838,26.343,9.1884
28,1.0141,6.1804,0.8886,0.8732,1,29.9791,0.1701,27.0267,10.4293
19,6.7276,7.1844,0.9907,0.3886,1,11.3039,0.0281,26.1513,17.7532
23,1.4602,3.9203,0.5686,3.498,1,1.7987,2.5847,23.9203,3.973
28,3.3185,9.0493,0.7747,4.3256,1,4.794,2.8276,32.6595,13.6774
22,1.5357,5.6,0.859,4.0372,1,14.1574,0.2597,54.1323,6.5349
17,6.4342,4.5039,0.701,3.2783,1,17.4161,0.8367,44.3333,12.3757
23,7.1793,6.4667,0.0442,0.7069,1,41.7225,2.2251,7.2812,15.0388
27,2.0304,9.528,0.1576,0.4702,0,13.5035,1.619,43.1601,13.9788
26,4.4545,7.9455,0.071,1.7251,1,1.5747,2.8477,84.7815,5.1691
15,5.1061,0.4001,0.0099,4.2746,0,39.0367,1.1675,10.9697,17.0269
16,4.3215,3.3231,0.306,4.8087,1,43.4459,0.01,94.4918,15.6909
25,2.0892,4.7054,0.3924,1.2068,1,24.6153,0.0592,31.5504,22.3681
19,4.7705,3.1452,0.241,3.8105,0,14.2464,1.6946,2.439,15.2196
20,7.7606,7.0019,0.0646,2.8693,1,38.607,2.2563,26.0624,17.2878
31,1.6391,8.2627,0.5299,0.159,0,0.4449,2.3719,7.8963,19.4647
30,1.7216,7.3135,0.2733,2.7146,1,46.2014,2.7346,57.0718,2.5441
27,4.1929,9.8933,0.796,4.0297,1,43.2766,0.6872,32.3162,16.712
13,9.4755,2.7255,0.0081,1.3806,0,27.2417,2.2152,80.8808,7.6459
24,7.0172,8.7499,0.8425,4.4868,1,13.8791,2.4813,73.5299,19.7556
23,7.108,7.6662,0.9548,1.1813,1,1.6422,2.5088,47.391,11.5243
25,4.2573,3.6218,0.7161,0.3824,1,49.9912,1.2346,56.4996,13.9348
24,6.3429,7.3412,0.7336,0.7997,1,38.1037,1.8779,61.2682,6.2481
23,1.0912,1.0408,0.9336,4.185,1,16.9355,1.6547,27.7998,15.6136
17,6.7249,7.8933,0.2091,2.0865,0,0.9636,1.7925,14.7983,0.8556
15,9.2196,5.3233,0.9946,3.9847,1,31.9646,0.8461,38.2754,17.9658
17,6.5132,2.9229,0.7735,2.6562,0,49.3452,2.0497,10.3909,3.9191
19,8.8633,6.5578,0.7266,2.4028,1,35.3536,2.1301,32.1715,5.4618
12,7.5158,6.4162,0.3611,4.0346,0,4.1857,0.5878,55.7076,0.0218
23,2.085,2.0949,0.5458,2.1174,1,20.1139,1.3309,54.4711,7.5162
8,9.1221,0.304,0.6539,4.0102,0,5.4592,1.2663,12.9407,9.318
30,1.598,4.3362,0.6203,0.5033,1,45.608,2.2469,1.8256,5.616
20,5.8057,5.6951,0.705,3.1816,1,16.5207,1.9995,9.8054,5.525
28,2.2792,8.7661,0.0824,3.5129,1,36.6688,1.4286,4.5789,21.4315
30,1.1054,9.2822,0.3556,4.4955,1,4.2345,1.9576,40.6464,7.8349
20,4.7983,5.2881,0.434,1.1216,1,6.4207,0.7886,39.5853,17.3348
20,3.6554,7.538,0.2606,3.0211,0,33.9744,0.697,24.9199,5.6972
19,5.374,4.393,0.1726,2.1663,1,42.174,0.7198,22.329,19.417
19,6.1948,7.4608,0.1389,1.9139,1,10.0725,0.0885,40.2456,16.2658
25,1.3937,2.048,0.3664,0.5336,0,20.9169,2.0732,9.5708,18.1489
28,2.107,3.7106,0.4934,0.6712,1,30.9709,2.9575,22.2166,10.5489
21,6.0278,6.3423,0.063,4.1849,1,39.8138,0.9271,41.1635,21.1095
19,4.0885,0.1816,0.9465,3.7488,0,31.4098,2.7895,10.3882,8.9763
19,7.5626,7.2246,0.7652,1.9117,0,4.7713,1.8196,84.2406,14.4215
21,6.8706,8.3554,0.7309,4.1424,1,27.141,0.6748,67.9258,15.3617
16,8.6104,3.9914,0.1729,0.4038,1,44.2303,0.0356,38.9288,22.854
19,7.2324,4.4794,0.6038,3.1239,1,43.4012,2.1712,15.8894,3.2285
23,4.8694,8.5128,0.5297,4.3409,1,29.2508,2.0897,20.2245,3.2545
19,7.0567,7.7565,0.9825,4.1943,0,49.7848,0.6878,12.8889,11.0892
22,3.4784,2.8815,0.7477,1.8639,1,5.2562,0.9981,16.8483,22.029
23,3.7568,3.2398,0.5758,3.7262,1,23.9298,2.6941,42.8289,0.5204
17,8.1009,6.7888,0.8508,2.1373,0,38.7562,0.4717,25.3208,6.6306
19,5.0178,5.632,0.1551,4.2007,0,7.0519,2.5063,88.5733,6.8061
13,8.1854,1.6223,0.0152,2.6538,1,48.6375,0.5077,96.1319,7.3189
12,8.4018,3.0993,0.6902,3.8243,0,17.7023,1.4452,69.4451,0.5929
22,8.7181,8.9998,0.0983,0.3929,1,17.507,1.4969,81.0673,19.8146
15,9.2497,6.8817,0.1154,2.9501,1,10.6597,1.4163,26.2568,0.2138
26,4.8789,9.8597,0.7447,2.7514,1,14.4009,0.8638,66.8374,11.4649
23,3.8698,7.6701,0.2705,3.0499,1,28.8794,0.7601,6.7419,1.3526
23,6.2398,9.4197,0.6286,3.4782,0,21.4677,2.1995,96.0614,19.1675
18,4.3406,2.1619,0.9174,4.5905,1,9.6689,0.827,67.3505,17.9181
23,6.4097,7.7148,0.3165,3.9284,1,40.457,1.8297,32.3683,17.3167
15,7.3503,0.2022,0.2171,1.0982,1,3.112,2.5399,77.5311,17.6704
21,7.1956,6.7076,0.1066,4.1295,1,41.7326,2.5111,2.5641,22.5657
19,4.371,4.6928,0.1305,0.6104,1,13.7469,0.5015,38.2474,10.0035
22,2.5017,3.4676,0.0622,3.111,0,24.7952,1.9642,89.6701,20.6778
22,4.8748,8.624,0.0876,4.4138,1,19.0532,1.8068,27.0568,4.4216
30,2.2833,8.5427,0.432,0.5056,1,28.5301,0.846,67.1235,10.8303
10,9.0109,0.223,0.3209,4.2485,1,39.7995,1.1744,36.6503,0.2138
23,4.1129,6.0951,0.7066,3.9931,1,49.466,0.8553,39.8441,6.8194
25,2.3901,3.6783,0.8702,2.5189,1,15.303,1.6112,74.8478,10.9958
31,1.229,4.1566,0.7848,1.5445,1,27.6902,2.4109,91.1104,21.823
23,6.8124,8.3204,0.5306,2.0272,0,23.3004,2.6325,17.5051,7.6068
17,6.7321,3.0984,0.1024,4.8433,1,49.9464,2.1685,28.4123,16.1378
28,4.0654,9.4305,0.7098,1.0085,0,40.4457,1.4504,49.2907,20.0152
26,1.6454,1.7963,0.3628,2.898,1,19.8542,2.8743,61.7678,7.8367
23,4.6867,6.6272,0.0857,0.4162,1,23.844,1.6916,47.3109,4.0615
25,3.801,6.7211,0.8425,1.0895,0,12.2978,1.4356,80.7473,14.1887
16,7.0941,2.522,0.3382,3.8166,0,37.7624,2.5703,77.0414,6.8252
17,6.452,3.2475,0.2182,1.513,1,42.2606,0.5539,41.119,15.6589
21,4.2813,8.348,0.8715,4.9288,0,48.2493,0.4736,5.0206,3.2328
29,2.961,7.6181,0.9021,2.5041,1,28.2914,2.3476,20.2551,3.6383
14,9.8923,3.291,0.339,2.5827,0,33.5342,2.6117,49.2083,16.2222
21,5.086,5.3396,0.3548,0.1816,0,22.3029,0.2183,92.8239,23.3654
16,7.1945,0.6168,0.5796,4.7826,1,30.4564,2.2923,57.1894,5.9255
25,2.265,2.0875,0.7334,0.8712,1,17.4375,1.2734,53.5091,17.1339
22,5.3703,4.8582,0.0631,2.6917,1,36.8845,2.1112,72.673,12.769
22,1.2478,0.8597,0.5933,1.9784,1,1.135,0.4049,16.0772,20.2522
26,5.5491,8.4333,0.9528,2.0779,1,1.4228,2.919,15.5449,9.3333
20,9.6762,7.1801,0.2621,3.2165,1,35.806,2.6438,35.1941,23.3211
26,4.4579,9.4363,0.9088,3.3104,0,46.5341,1.2179,99.4904,1.9775
34,1.351,6.9347,0.9502,0.7714,0,31.6124,2.6801,87.7182,23.6315
32,1.2786,9.404,0.2692,2.4979,0,36.3264,2.6848,68.3313,20.3097
23,4.4919,5.5451,0.7542,3.9524,1,41.1967,1.3838,39.7243,20.795
30,2.4402,6.0022,0.2388,2.2164,1,18.0837,2.8407,55.9127,20.2177
33,1.2102,9.7697,0.7376,0.829,1,5.4057,2.9306,31.0519,20.6847
21,7.8059,6.4213,0.7974,1.5661,1,46.6546,0.6516,67.7564,19.5637
18,5.1267,0.3079,0.2472,1.0619,1,46.9285,0.2,42.4657,21.5884
28,3.6032,7.238,0.7159,0.6291,1,22.092,0.9934,12.9014,11.0592
19,9.1007,9.0547,0.8121,1.8879,0,10.8585,1.4665,22.2937,22.543
26,2.0453,7.9558,0.3586,2.7047,1,44.6177,0.278,61.2606,9.2391
17,9.6033,5.8383,0.1677,0.3638,1,35.4213,0.422,69.7619,17.4844
25,3.8257,6.713,0.092,3.0191,1,0.4114,2.9151,10.5061,17.0485
20,8.9956,9.9019,0.5754,4.9651,1,5.386,2.2119,81.0258,19.7015
20,6.4265,0.9066,0.9781,4.8206,1,49.16,2.6248,82.6104,17.7212
19,8.4404,6.6724,0.823,4.1459,1,1.9064,2.9135,72.5851,0.8491
12,9.8561,2.834,0.4358,1.3317,1,14.1278,1.1344,68.6753,17.7397
27,3.5956,6.4009,0.5366,0.112,1,27.4248,2.0636,23.955,0.5591
11,9.6502,6.0762,0.2795,4.1677,1,9.2178,0.5521,92.0426,12.7975
23,4.5053,1.5346,0.1631,0.2786,1,11.6027,1.655,27.5888,20.1348
18,4.4696,2.0675,0.4821,1.0281,1,17.6484,0.6296,19.068,19.9098
21,4.0635,6.2163,0.4635,2.7223,1,13.4777,0.4813,64.2149,20.1915
15,5.8727,1.2823,0.5219,0.8919,1,40.1678,0.2953,37.0463,14.4579
27,2.3873,2.6518,0.9528,4.1689,1,25.0137,1.7392,93.3698,4.4115
22,5.9834,8.3525,0.6039,3.8858,0,13.931,2.8496,46.5647,12.1915
16,5.8753,3.2709,0.6058,3.7788,1,15.6548,0.3667,17.2081,12.3891
14,7.8571,4.8806,0.128,4.0806,0,1.9932,1.5069,95.7953,7.7944
21,8.5028,9.4114,0.9965,1.0985,1,2.4696,2.0612,52.028,10.1784
22,4.964,2.2715,0.7728,3.6445,1,35.8954,1.4876,52.3373,20.9322
23,3.721,3.8963,0.8772,1.7764,0,5.6455,2.7353,39.1945,12.4303
22,3.334,6.0646,0.4143,3.3342,1,23.7898,0.4989,83.7634,16.9139
25,2.7516,7.5534,0.5021,0.6101,1,42.1183,0.0725,29.4767,11.8995
29,1.5188,9.0165,0.5221,3.5279,1,18.4227,1.1494,2.3573,14.8193
21,4.082,9.1547,0.1941,4.8605,1,17.2876,1.6665,50.2305,2.2221
30,3.4322,7.7664,0.6895,0.218,1,43.6524,0.7635,92.6628,22.3533
13,9.6978,2.2833,0.903,0.4691,1,43.2425,0.5053,28.0534,10.4624
22,6.0194,0.2481,0.1637,0.6182,1,44.0068,2.4145,27.3642,17.9593
20,4.1255,3.8377,0.0863,2.1528,1,28.5957,0.5657,74.0719,16.0104
21,6.2242,1.4155,0.7382,1.4539,1,47.6152,1.328,77.7778,19.1825
29,2.2528,7.1039,0.2732,4.0346,1,40.9482,2.8634,44.1201,0.8369
25,4.9964,6.6113,0.6239,2.3689,1,20.7817,1.8381,83.5307,22.4484
18,6.6361,0.4397,0.6958,2.4227,1,31.4778,1.4932,18.0214,19.9139
22,5.4001,8.3659,0.3219,3.5852,1,6.0895,1.0808,37.3355,20.0103
22,4.616,2.4874,0.8151,1.8098,1,27.5666,1.5612,41.0235,11.2107
15,9.9446,4.3223,0.55,1.766,1,13.1575,2.2029,31.9668,19.1118
19,8.9228,6.6793,0.869,3.7846,1,14.1774,2.4676,22.556,13.8044
17,6.6107,4.2942,0.7633,3.9002,0,6.2859,1.9495,34.4768,12.0835
22,6.1244,4.4129,0.8686,0.072,1,17.91,2.371,2.7823,18.8381
13,6.5859,0.6563,0.0202,0.719,0,24.0695,0.2653,70.6317,15.0672
19,2.8118,4.0144,0.2435,1.0655,1,30.0177,0.0431,68.712,1.8519
23,4.5562,7.6485,0.09,1.758,1,15.2435,2.2032,45.5716,7.5482
30,1.3551,9.1518,0.4421,1.4572,1,39.6124,0.7851,32.9686,14.9302
26,5.2799,4.135,0.89,3.3426,1,26.048,2.633,43.9753,21.6912
22,5.8872,4.2359,0.4675,4.1407,1,31.9026,1.6076,93.7156,22.392
26,3.0497,7.0263,0.8497,0.9604,0,13.9072,1.4356,60.7529,20.1339
19,9.6763,9.4277,0.3272,2.8149,1,40.7068,2.3185,73.4044,6.1035
15,9.1851,2.6706,0.3396,1.8391,0,31.2137,2.2233,23.7222,11.3612
18,7.4993,4.4014,0.8956,2.5289,1,43.1174,2.1128,10.381,10.4014
22,5.8005,7.9597,0.4258,3.1038,1,7.9976,2.0697,9.2353,10.5284
14,8.8297,6.0969,0.7898,4.468,1,19.0332,1.5462,47.7299,1.1948
24,2.1759,1.1059,0.2366,0.9615,1,5.6508,2.7794,71.9519,4.1673
23,8.1146,6.2773,0.9488,0.435,1,10.7764,2.6719,77.6379,3.6782
20,2.1234,1.8675,0.5746,3.1361,1,19.7274,0.9882,72.3206,14.8144
21,8.1479,5.1022,0.7593,1.9707,1,44.7291,2.4141,91.3635,9.8832
25,3.4819,5.291,0.0895,0.8145,0,27.852,2.6733,6.1482,7.7853
19,8.8938,8.762,0.4927,0.5854,0,16.5189,1.8548,85.6786,10.6537
16,9.4964,4.6249,0.901,2.7945,1,37.345,1.6667,66.407,7.7811
26,2.3392,2.7944,0.877,1.5024,1,0.9841,2.0157,18.3765,18.1793
12,5.1641,2.3097,0.0468,4.9871,0,18.5046,0.4892,68.5557,4.009
12,9.8289,8.7425,0.3037,2.0295,1,30.0416,0.262,51.6642,1.3472
21,5.3507,1.7101,0.4433,1.0614,1,29.1619,2.4605,36.5451,15.6169
16,8.7719,4.2587,0.1723,3.1442,1,30.3779,1.72,25.5479,5.5339
15,6.2986,1.8717,0.73,1.2213,1,10.575,0.3675,46.9513,15.4405
22,4.378,7.733,0.1845,2.4704,1,16.854,1.249,24.6741,1.405
22,3.5721,4.7437,0.3466,2.4129,1,46.5783,0.8947,9.2019,5.9303
26,2.829,3.5114,0.6633,2.2678,0,48.6988,2.6264,84.7659,3.6932
13,7.8562,3.611,0.4821,3.9804,0,15.6019,1.5217,59.6909,6.9762
28,4.4789,8.5221,0.7386,1.0831,1,32.2252,1.7325,37.0033,7.8925
19,5.6015,5.5377,0.9612,4.5215,1,12.0648,0.7059,45.2213,11.8847
23,5.4309,7.1787,0.1165,3.9567,1,18.4264,2.3972,86.6179,12.4833
24,6.1955,8.9704,0.7096,1.6656,0,39.6167,2.7903,32.6645,15.1224
20,8.7902,9.0174,0.2303,0.903,1,25.0589,2.3775,38.6371,7.9597
12,9.8267,3.2851,0.4145,1.3977,0,42.4795,1.4786,76.842,12.7685
27,4.6683,9.5245,0.0329,1.6632,1,31.437,2.5053,20.8517,23.7628
9,8.4477,0.2488,0.1359,2.7847,0,31.4461,0.5639,66.267,5.0553
15,7.8808,3.7684,0.3198,0.2318,1,1.694,0.3402,43.9981,3.6649
18,6.1618,8.958,0.342,4.5718,0,37.4835,1.3147,50.5157,20.2215
13,9.6044,2.7464,0.8996,0.4934,1,48.8933,0.5446,78.9011,9.8488
23,2.8043,2.7308,0.7418,1.3964,0,23.6514,0.7775,99.3201,20.3252
25,1.9834,3.0262,0.9722,0.5464,0,7.929,1.7554,83.3197,10.1925
16,8.6857,6.1231,0.5991,1.2834,0,48.8489,1.2117,16.8939,0.5204
21,4.9523,4.3833,0.2417,4.1884,1,14.5063,2.5976,23.2306,8.997
17,8.6227,7.2673,0.3277,3.0759,1,20.4599,0.6768,41.5831,14.6431
22,9.0378,8.9491,0.3198,1.1366,1,3.8683,2.9904,72.2034,10.7413
24,1.5621,6.742,0.3265,4.3588,0,5.5418,1.0782,51.4277,11.0242
